flight_id,aircraft_type,aircraft_age,operational_hours,days_since_maintenance,maintenance_count,airline,origin,destination,distance,flight_duration,weather_condition,weather_severity,engine_temperature,oil_pressure,vibration_level,fuel_consumption,hydraulic_pressure,cabin_pressure,previous_delays,crew_experience,equipment_failure,flight_cancelled
FL16654,Airbus A320,2,27841,418,17,SkyConnect,MIA,BOS,1258,2.39,Clear,1,337.39,25.35,22.65,1614.75,2836.62,11.17,1,12.89,0,0
FL16655,Airbus A320,8,5745,357,39,AirGlobal,DFW,SEA,1660,3.47,Clear,1,304.66,35.32,14.38,1934.5,3135.36,10.6,0,18.96,0,0
FL16656,Boeing 737,17,8775,473,6,AirGlobal,LAS,PHX,256,-0.15,Cloudy,2,314.97,26.17,17.99,285.94,3090.78,11.39,8,13.29,0,0
FL16657,Boeing 787,12,2314,45,30,Continental Express,IAH,MCO,848,1.32,Stormy,5,288.11,46.61,7.86,744.84,3187.03,11.04,6,23.86,0,0
FL16658,Boeing 737,25,10710,211,31,OceanAir,MIA,BOS,1258,2.29,Rainy,3,316.25,31.89,16.66,1346.76,3109.79,10.71,2,15.76,0,0
FL16659,Boeing 777,19,26463,119,27,Continental Express,IAH,MCO,848,1.23,Rainy,3,284.91,35.38,15.81,910.6,2966.06,10.8,9,5.91,0,0
FL16660,Boeing 787,10,37617,14,49,OceanAir,DCA,SAN,2279,4.58,Foggy,4,330.91,38.21,19.08,2521.94,2939.51,10.78,1,20.65,0,0
FL16661,Boeing 777,7,7039,31,25,Continental Express,IAH,MCO,848,1.27,Rainy,3,291.21,40.4,13.11,1061.64,3169.05,10.99,0,22.85,0,0
FL16662,Boeing 787,12,45254,12,23,OceanAir,LAS,PHX,256,0.8,Stormy,5,329.7,28.56,16.14,222.25,3033.84,10.85,6,6.9,0,0
FL16663,Airbus A320,10,49361,18,34,OceanAir,DFW,SEA,1660,3.53,Rainy,3,326.73,36.11,19.47,1430.58,2990.87,10.78,8,23.4,1,1
FL16664,Airbus A350,2,29332,163,33,OceanAir,DCA,SAN,2279,5.15,Cloudy,2,328.76,37.77,15.98,3406.65,2864.66,10.99,3,20.0,0,0
FL16665,Boeing 777,5,37665,449,46,Continental Express,IAH,MCO,848,2.18,Cloudy,2,337.11,28.73,23.25,964.4,2945.0,10.9,4,10.89,1,0
FL16666,Boeing 787,7,49653,187,27,PacificWings,IAH,MCO,848,1.62,Clear,1,325.22,32.29,16.0,890.64,2876.67,11.41,0,16.59,0,0
FL16667,Boeing 737,9,16197,292,36,Continental Express,DFW,SEA,1660,3.85,Clear,1,324.0,41.55,16.31,2333.53,3184.19,11.49,4,4.01,0,0
FL16668,Boeing 777,22,39147,358,47,SkyConnect,ORD,SFO,1846,3.9,Clear,1,340.0,17.11,26.0,1730.45,3175.27,11.43,5,19.82,0,0
FL16669,Airbus A320,15,33218,33,7,OceanAir,MIA,BOS,1258,2.65,Clear,1,298.08,38.45,15.57,1209.27,2986.97,10.56,5,24.08,0,0
FL16670,Boeing 777,26,11654,206,37,AirGlobal,JFK,LAX,2475,4.99,Clear,1,312.11,34.89,17.73,3279.39,3016.72,11.26,6,20.33,0,0
FL16671,Boeing 787,6,7076,258,44,OceanAir,MIA,BOS,1258,2.24,Stormy,5,310.09,40.4,14.6,1185.25,2863.71,10.68,6,22.0,0,0
FL16672,Boeing 787,7,30581,316,12,AirGlobal,LAS,PHX,256,0.43,Clear,1,318.92,21.1,18.19,377.56,2867.79,11.17,9,11.08,0,0
FL16673,Airbus A320,14,35334,353,33,Continental Express,ATL,DEN,1199,1.67,Clear,1,332.21,21.63,20.57,1681.74,2941.78,11.07,8,4.32,1,1
FL16674,Boeing 777,1,23684,432,20,OceanAir,IAH,MCO,848,2.23,Clear,1,340.0,17.03,20.07,973.58,3075.31,10.95,4,12.78,0,0
FL16675,Airbus A350,9,5179,486,25,OceanAir,DCA,SAN,2279,5.07,Clear,1,316.75,25.22,19.92,2805.91,3008.79,11.36,4,15.57,0,0
FL16676,Airbus A320,18,26347,31,30,AirGlobal,DFW,SEA,1660,3.53,Clear,1,311.65,32.79,15.14,1518.71,3170.09,11.44,2,7.76,0,0
FL16677,Boeing 737,8,49872,344,43,Continental Express,MIA,BOS,1258,3.23,Clear,1,340.0,28.23,26.4,1303.89,3088.14,10.84,2,6.41,0,0
FL16678,Airbus A320,15,47321,124,10,SkyConnect,LAS,PHX,256,1.08,Rainy,3,331.54,29.68,23.17,256.19,3031.83,11.12,7,7.89,0,0
FL16679,Boeing 787,8,40587,75,23,AirGlobal,MIA,BOS,1258,2.64,Cloudy,2,293.98,30.19,17.1,1423.48,3195.65,10.79,0,20.33,0,0
FL16680,Airbus A320,8,28610,89,27,Continental Express,ORD,SFO,1846,3.74,Rainy,3,321.84,33.25,18.79,2327.7,3041.84,10.93,9,16.73,0,0
FL16681,Boeing 777,5,28042,401,9,AirGlobal,MIA,BOS,1258,2.65,Clear,1,319.17,27.31,16.34,1301.54,3112.7,10.6,8,20.98,0,1
FL16682,Boeing 787,8,44084,341,18,PacificWings,DFW,SEA,1660,3.49,Foggy,4,328.39,29.12,24.73,2428.22,2839.2,10.6,6,11.71,0,0
FL16683,Airbus A320,18,46204,251,22,SkyConnect,IAH,MCO,848,1.67,Clear,1,324.45,24.92,24.16,904.69,2930.32,10.8,3,15.97,0,0
FL16684,Boeing 737,0,15263,290,5,OceanAir,LAS,PHX,256,0.49,Cloudy,2,327.38,30.78,19.98,341.09,2872.2,11.21,2,22.73,0,0
FL16685,Boeing 777,13,49692,219,39,SkyConnect,JFK,LAX,2475,4.4,Clear,1,340.0,27.64,18.63,3143.4,2882.57,10.95,4,19.22,1,0
FL16686,Airbus A350,0,43923,260,15,PacificWings,IAH,MCO,848,1.47,Clear,1,340.0,26.6,20.01,797.86,3153.04,10.99,5,13.06,1,1
FL16687,Airbus A320,12,32187,73,14,Continental Express,DFW,SEA,1660,3.18,Clear,1,310.29,38.17,18.44,1332.69,2842.56,11.5,4,19.38,0,1
FL16688,Boeing 737,13,44416,367,27,AirGlobal,JFK,LAX,2475,4.78,Clear,1,318.13,19.88,25.06,2139.82,2907.94,11.0,6,7.26,0,0
FL16689,Boeing 787,3,34518,225,40,AirGlobal,DCA,SAN,2279,4.89,Cloudy,2,291.86,30.95,17.31,3331.08,2969.05,11.41,0,16.25,0,0
FL16690,Boeing 787,2,24241,131,12,OceanAir,ATL,DEN,1199,2.63,Cloudy,2,301.28,36.8,13.05,1477.95,2843.84,10.67,2,13.46,0,0
FL16691,Airbus A320,17,47281,273,28,AirGlobal,ORD,SFO,1846,3.89,Foggy,4,340.0,29.69,25.58,2462.42,3069.21,10.51,2,15.56,0,0
FL16692,Boeing 777,11,35716,219,30,PacificWings,DCA,SAN,2279,5.22,Cloudy,2,315.06,31.15,17.77,2135.58,3064.42,10.78,9,5.57,0,0
FL16693,Boeing 737,8,27624,13,41,PacificWings,MIA,BOS,1258,2.53,Clear,1,312.37,39.41,11.17,1226.15,3154.73,10.77,3,24.74,0,0
FL16694,Boeing 777,14,3466,492,41,SkyConnect,DFW,SEA,1660,3.46,Stormy,5,330.29,27.35,14.75,1376.32,3159.7,10.57,8,9.31,0,0
FL16695,Boeing 777,3,8229,455,30,OceanAir,ATL,DEN,1199,2.53,Clear,1,331.19,38.09,17.49,1741.39,3051.57,11.18,6,17.25,1,0
FL16696,Airbus A350,10,17601,125,13,PacificWings,DCA,SAN,2279,4.57,Clear,1,304.01,39.16,19.34,2177.33,3145.07,10.54,2,18.54,0,0
FL16697,Boeing 777,21,2252,442,33,OceanAir,DCA,SAN,2279,4.33,Clear,1,317.27,42.55,20.49,1837.17,3106.91,10.8,6,13.96,0,0
FL16698,Boeing 737,22,31282,61,5,AirGlobal,DCA,SAN,2279,5.21,Stormy,5,326.3,36.26,19.89,3059.04,3051.47,11.07,8,7.01,0,0
FL16699,Airbus A320,4,45152,286,37,SkyConnect,JFK,LAX,2475,5.03,Clear,1,336.75,29.55,21.34,3099.96,3018.72,11.17,9,18.67,0,0
FL16700,Boeing 787,11,36606,203,9,Continental Express,LAS,PHX,256,0.34,Clear,1,340.0,34.78,18.16,218.75,3170.45,10.74,0,6.83,0,0
FL16701,Airbus A320,17,47895,184,20,SkyConnect,DCA,SAN,2279,4.61,Cloudy,2,311.23,25.39,27.08,2507.92,2901.72,10.89,5,6.9,0,0
FL16702,Airbus A350,1,24494,10,22,Continental Express,ATL,DEN,1199,2.41,Clear,1,325.91,31.68,10.77,1557.06,3001.12,10.85,6,11.86,0,0
FL16703,Boeing 787,0,6917,240,38,Continental Express,IAH,MCO,848,1.64,Cloudy,2,311.1,42.66,13.45,969.1,2925.05,11.32,8,22.13,0,0
FL16704,Boeing 777,15,17602,57,40,Continental Express,DFW,SEA,1660,3.95,Rainy,3,286.72,46.72,12.38,1617.04,2931.44,10.72,2,4.36,1,1
FL16705,Airbus A320,2,9434,472,30,Continental Express,JFK,LAX,2475,5.05,Clear,1,324.83,28.09,23.28,2548.03,3097.84,10.93,1,21.39,1,0
FL16706,Boeing 737,21,35920,21,32,OceanAir,JFK,LAX,2475,5.26,Cloudy,2,337.26,27.49,17.47,3148.28,3180.38,10.54,6,8.71,1,1
FL16707,Boeing 737,5,48427,132,9,OceanAir,ATL,DEN,1199,2.35,Foggy,4,339.11,27.59,21.75,978.08,2913.12,10.96,4,24.0,0,0
FL16708,Airbus A350,7,14226,2,33,PacificWings,ORD,SFO,1846,3.75,Cloudy,2,270.97,46.53,12.81,1478.8,2906.77,11.39,7,19.84,0,0
FL16709,Boeing 737,24,15011,47,21,OceanAir,LAS,PHX,256,0.49,Clear,1,303.6,33.98,14.12,220.72,3027.24,10.62,7,19.96,0,0
FL16710,Boeing 787,4,17241,261,26,AirGlobal,JFK,LAX,2475,5.16,Cloudy,2,273.4,31.45,15.71,2302.07,2881.73,11.32,2,21.62,0,0
FL16711,Boeing 737,5,11926,132,40,SkyConnect,DCA,SAN,2279,4.85,Cloudy,2,328.48,42.99,10.94,2354.49,3085.2,10.99,5,16.85,0,0
FL16712,Airbus A320,14,49099,474,43,SkyConnect,ORD,SFO,1846,3.66,Clear,1,328.06,21.53,24.02,2216.29,2959.99,10.71,8,12.68,1,0
FL16713,Boeing 777,14,26072,109,14,SkyConnect,LAS,PHX,256,0.67,Stormy,5,320.68,41.39,7.49,306.53,3018.39,10.81,6,20.44,0,0
FL16714,Airbus A350,1,33875,74,16,SkyConnect,ORD,SFO,1846,3.21,Clear,1,330.97,29.1,18.4,2743.45,3085.2,10.66,6,10.98,1,0
FL16715,Airbus A350,3,13292,6,37,AirGlobal,MIA,BOS,1258,2.64,Stormy,5,273.15,39.62,9.6,1597.8,3015.45,10.8,2,8.42,0,0
FL16716,Airbus A320,2,13475,304,44,PacificWings,ORD,SFO,1846,3.59,Clear,1,332.51,28.06,19.64,1513.61,2853.76,10.78,2,6.84,0,0
FL16717,Airbus A320,1,19174,99,47,Continental Express,ORD,SFO,1846,3.14,Cloudy,2,302.84,31.44,12.17,2340.4,3137.21,10.53,7,13.54,0,0
FL16718,Airbus A350,2,28727,486,24,SkyConnect,JFK,LAX,2475,5.48,Clear,1,322.59,24.06,22.04,2898.96,2814.18,10.85,4,8.99,0,0
FL16719,Airbus A320,11,8934,344,44,AirGlobal,DFW,SEA,1660,2.57,Clear,1,340.0,28.31,18.94,1414.25,3191.92,11.32,1,19.42,0,0
FL16720,Airbus A350,9,31493,2,23,PacificWings,LAS,PHX,256,-0.19,Foggy,4,266.95,38.82,13.12,328.4,3052.98,11.24,1,3.58,0,0
FL16721,Boeing 777,17,4670,268,24,SkyConnect,IAH,MCO,848,1.45,Cloudy,2,300.73,38.98,16.39,842.3,3106.46,11.42,1,10.48,0,0
FL16722,Airbus A320,2,39458,4,49,AirGlobal,ATL,DEN,1199,2.21,Cloudy,2,298.55,37.22,16.7,1135.7,2840.4,10.56,9,11.16,0,0
FL16723,Boeing 787,2,5914,220,30,Continental Express,DFW,SEA,1660,2.72,Rainy,3,310.82,42.01,15.59,1574.49,3056.17,11.03,1,20.35,0,0
FL16724,Boeing 777,29,17938,65,23,SkyConnect,LAS,PHX,256,0.14,Clear,1,294.6,27.94,14.34,257.44,3083.93,10.71,0,11.38,0,0
FL16725,Boeing 787,11,23250,80,28,OceanAir,DFW,SEA,1660,2.6,Foggy,4,315.0,32.07,14.77,1466.84,3162.3,11.02,3,5.85,0,0
FL16726,Airbus A320,13,8531,499,38,SkyConnect,ATL,DEN,1199,3.05,Clear,1,331.86,28.08,17.39,1321.14,2864.44,10.99,3,22.7,1,0
FL16727,Airbus A320,19,47788,451,36,Continental Express,DFW,SEA,1660,3.4,Cloudy,2,338.49,24.8,25.72,1501.41,3078.55,10.96,1,10.11,0,0
FL16728,Boeing 787,12,25080,208,36,SkyConnect,ATL,DEN,1199,2.79,Clear,1,326.15,37.2,15.38,1351.73,3199.82,11.09,1,5.16,1,1
FL16729,Boeing 737,4,46259,272,16,OceanAir,LAS,PHX,256,0.18,Stormy,5,333.82,23.65,22.4,308.13,2815.91,10.9,3,24.55,0,0
FL16730,Airbus A350,6,16207,153,35,SkyConnect,LAS,PHX,256,0.41,Cloudy,2,284.45,46.61,13.99,255.25,2863.5,10.53,9,14.02,0,0
FL16731,Airbus A320,20,38100,184,48,SkyConnect,DFW,SEA,1660,3.31,Clear,1,292.9,35.15,21.2,1726.41,3127.39,11.43,9,22.5,1,1
FL16732,Airbus A350,10,48052,66,29,Continental Express,ORD,SFO,1846,3.84,Cloudy,2,340.0,30.44,21.21,2080.06,2968.31,11.15,5,19.17,0,0
FL16733,Boeing 787,7,43624,360,32,OceanAir,JFK,LAX,2475,4.72,Clear,1,340.0,15.0,23.0,3589.98,2802.3,11.31,1,21.61,0,0
FL16734,Airbus A350,0,22802,358,49,Continental Express,ORD,SFO,1846,3.89,Clear,1,305.75,23.78,15.26,1687.11,2983.06,11.1,3,21.46,0,0
FL16735,Boeing 737,7,8539,93,36,PacificWings,DCA,SAN,2279,4.71,Clear,1,296.41,40.33,14.43,2548.71,3149.98,10.66,9,6.41,0,0
FL16736,Boeing 737,20,18980,170,7,PacificWings,ATL,DEN,1199,2.41,Cloudy,2,298.15,40.25,20.21,1315.32,2963.66,11.42,9,22.24,1,1
FL16737,Airbus A350,0,17911,208,46,PacificWings,DCA,SAN,2279,4.83,Foggy,4,339.43,46.87,16.94,2972.59,3090.21,11.14,1,4.63,0,0
FL16738,Boeing 737,11,43664,247,35,PacificWings,ATL,DEN,1199,2.34,Clear,1,340.0,27.18,24.43,1323.32,2893.97,11.26,6,6.77,0,0
FL16739,Airbus A320,7,7553,52,36,Continental Express,JFK,LAX,2475,5.06,Clear,1,294.09,39.43,5.56,3395.63,2837.02,10.89,2,13.91,0,0
FL16740,Boeing 737,7,45398,144,5,AirGlobal,DCA,SAN,2279,4.74,Clear,1,338.43,32.7,19.2,2566.52,3159.28,11.09,8,23.55,1,0
FL16741,Boeing 737,3,32731,382,16,SkyConnect,IAH,MCO,848,2.06,Clear,1,340.0,27.9,23.61,771.54,3018.71,11.27,1,9.12,0,0
FL16742,Boeing 737,6,47074,443,7,OceanAir,DFW,SEA,1660,3.02,Foggy,4,340.0,22.38,24.44,1852.48,3114.06,11.2,2,8.41,1,1
FL16743,Boeing 787,11,19738,431,37,PacificWings,ATL,DEN,1199,2.0,Rainy,3,334.39,30.9,18.02,1202.72,2949.52,11.05,0,11.37,0,0
FL16744,Boeing 737,22,39438,319,38,Continental Express,IAH,MCO,848,1.85,Foggy,4,340.0,28.21,23.27,858.78,3067.93,11.16,0,12.36,1,0
FL16745,Boeing 777,19,21315,149,27,PacificWings,MIA,BOS,1258,2.28,Clear,1,340.0,37.9,13.81,1234.68,3191.44,10.68,1,12.48,0,0
FL16746,Airbus A350,9,41059,342,33,Continental Express,DFW,SEA,1660,3.11,Clear,1,326.76,25.64,16.45,1333.63,2896.4,11.36,7,4.08,0,0
FL16747,Boeing 777,27,5564,78,11,Continental Express,MIA,BOS,1258,2.82,Clear,1,290.55,43.88,12.16,1138.49,2894.74,11.21,9,24.59,0,0
FL16748,Airbus A320,6,3527,91,22,SkyConnect,DFW,SEA,1660,2.9,Clear,1,302.43,33.09,11.16,1465.93,3083.12,10.99,5,22.86,0,0
FL16749,Airbus A320,15,41697,12,21,SkyConnect,ATL,DEN,1199,2.26,Rainy,3,326.34,40.2,23.87,1044.3,3015.78,11.34,5,5.98,1,1
FL16750,Airbus A320,10,17615,318,41,PacificWings,JFK,LAX,2475,5.41,Foggy,4,340.0,38.08,21.39,2135.29,3150.54,10.82,4,15.1,0,0
FL16751,Boeing 737,18,7506,461,43,PacificWings,MIA,BOS,1258,2.63,Stormy,5,311.71,22.96,17.06,1406.8,2820.18,10.91,4,14.97,1,1
FL16752,Boeing 777,22,32057,37,20,SkyConnect,LAS,PHX,256,0.84,Clear,1,304.42,28.4,13.8,365.73,2917.68,10.74,6,4.79,0,0
FL16753,Boeing 787,7,22306,413,34,PacificWings,ATL,DEN,1199,2.63,Cloudy,2,340.0,28.3,18.67,1055.59,3164.81,10.87,1,18.86,0,0
FL16754,Airbus A320,15,8658,444,44,SkyConnect,LAS,PHX,256,0.46,Cloudy,2,304.74,34.96,19.33,242.59,3186.03,10.99,1,11.81,0,0
FL16755,Airbus A350,4,5817,489,49,AirGlobal,IAH,MCO,848,2.07,Clear,1,330.89,35.84,17.78,1174.72,3072.44,10.81,1,3.12,0,0
FL16756,Airbus A320,13,13111,251,6,PacificWings,LAS,PHX,256,0.46,Clear,1,306.76,33.45,19.55,376.6,2814.52,10.74,7,15.21,0,0
FL16757,Airbus A320,1,26217,73,49,OceanAir,JFK,LAX,2475,4.79,Cloudy,2,296.66,34.05,15.93,2481.85,3002.86,11.27,0,2.96,0,0
FL16758,Airbus A350,8,22152,132,5,SkyConnect,DCA,SAN,2279,4.49,Cloudy,2,320.4,29.67,21.71,2370.77,2899.21,11.01,5,10.51,0,0
FL16759,Airbus A320,16,41266,93,39,AirGlobal,ORD,SFO,1846,3.92,Clear,1,323.85,28.04,21.71,2722.69,2877.94,10.91,4,24.89,0,0
FL16760,Boeing 787,0,13414,360,5,AirGlobal,MIA,BOS,1258,2.51,Foggy,4,333.44,35.97,19.99,1639.67,3043.66,11.4,6,24.5,0,0
FL16761,Airbus A350,5,38708,453,10,Continental Express,MIA,BOS,1258,2.23,Rainy,3,309.69,27.32,23.57,1217.88,2912.22,10.87,0,4.79,0,0
FL16762,Boeing 737,2,28174,413,36,SkyConnect,JFK,LAX,2475,5.35,Cloudy,2,320.32,31.33,21.57,3230.27,3071.16,10.97,0,19.46,1,1
FL16763,Airbus A350,5,29755,420,35,OceanAir,DFW,SEA,1660,3.13,Clear,1,340.0,25.73,20.85,2284.02,2868.32,11.49,1,9.43,0,0
FL16764,Boeing 787,12,18460,441,20,OceanAir,ORD,SFO,1846,4.07,Clear,1,337.77,35.63,28.72,2142.43,2965.34,11.35,7,4.99,0,0
FL16765,Boeing 787,6,45295,93,33,OceanAir,ATL,DEN,1199,2.73,Clear,1,309.09,21.81,16.59,1352.79,3009.23,11.44,9,21.72,0,0
FL16766,Boeing 737,13,24313,236,44,AirGlobal,DFW,SEA,1660,3.4,Cloudy,2,340.0,32.12,13.18,1491.57,2851.32,11.21,5,23.6,0,0
FL16767,Airbus A350,10,9695,26,34,SkyConnect,IAH,MCO,848,1.38,Stormy,5,276.13,42.12,11.87,981.1,3170.76,10.52,5,5.79,0,0
FL16768,Boeing 737,0,44282,50,21,PacificWings,MIA,BOS,1258,2.67,Stormy,5,336.08,31.62,17.62,1462.53,3187.04,11.16,2,4.62,0,0
FL16769,Airbus A350,5,23659,350,8,SkyConnect,DCA,SAN,2279,3.98,Stormy,5,340.0,24.73,12.34,2948.38,2844.1,10.74,9,6.28,0,1
FL16770,Boeing 777,5,39594,130,25,Continental Express,ORD,SFO,1846,3.48,Cloudy,2,316.33,22.44,16.44,2029.87,2824.37,10.59,8,22.74,0,0
FL16771,Boeing 777,28,35249,431,42,OceanAir,DCA,SAN,2279,4.97,Cloudy,2,340.0,30.04,19.44,2328.44,3086.63,11.15,8,20.31,0,0
FL16772,Boeing 737,5,44283,205,18,OceanAir,LAS,PHX,256,-0.05,Rainy,3,335.59,34.93,24.76,347.73,2987.67,10.66,1,21.76,0,0
FL16773,Boeing 777,14,26051,452,16,PacificWings,ORD,SFO,1846,3.36,Rainy,3,305.69,26.97,27.45,2353.09,3074.17,11.07,5,6.43,0,0
FL16774,Airbus A320,1,12271,484,9,AirGlobal,LAS,PHX,256,0.8,Rainy,3,296.08,31.0,21.63,318.2,3008.38,10.84,1,17.08,0,0
FL16775,Boeing 737,9,47165,166,5,Continental Express,MIA,BOS,1258,2.93,Clear,1,322.96,32.05,21.76,1101.81,2922.43,10.95,3,18.64,1,0
FL16776,Boeing 737,24,25458,322,13,AirGlobal,LAS,PHX,256,-0.28,Rainy,3,310.14,30.06,19.75,256.73,3151.21,11.36,7,23.69,0,0
FL16777,Boeing 777,3,16952,218,48,Continental Express,MIA,BOS,1258,3.04,Clear,1,292.63,34.16,20.73,1583.54,3021.84,10.69,1,15.7,0,0
FL16778,Boeing 737,1,5304,350,23,PacificWings,ORD,SFO,1846,3.43,Cloudy,2,305.19,31.14,13.17,1492.12,3063.61,11.26,3,16.29,1,0
FL16779,Boeing 787,10,35571,402,13,Continental Express,DFW,SEA,1660,3.25,Rainy,3,319.11,27.37,26.03,1978.35,3061.86,11.48,9,11.34,1,1
FL16780,Boeing 787,0,16474,300,5,OceanAir,DCA,SAN,2279,5.29,Clear,1,313.79,34.32,19.88,3188.99,2989.77,11.23,4,11.92,0,0
FL16781,Boeing 787,0,31117,144,38,Continental Express,LAS,PHX,256,0.5,Cloudy,2,305.38,31.56,9.45,236.29,2831.27,10.94,2,6.14,0,0
FL16782,Airbus A320,4,31921,125,31,AirGlobal,DCA,SAN,2279,4.28,Cloudy,2,320.03,29.35,16.54,2507.44,2899.28,11.36,5,11.1,0,0
FL16783,Boeing 737,10,49504,190,32,SkyConnect,JFK,LAX,2475,5.02,Clear,1,340.0,32.02,21.0,2125.29,3033.68,10.53,3,17.91,0,0
FL16784,Boeing 777,30,5645,91,27,SkyConnect,IAH,MCO,848,1.89,Clear,1,287.74,33.82,20.23,827.05,3061.22,11.22,9,9.45,0,0
FL16785,Airbus A320,7,20478,428,5,AirGlobal,ORD,SFO,1846,3.94,Stormy,5,338.23,24.2,18.06,2218.21,2831.51,11.23,8,3.6,0,1
FL16786,Boeing 787,9,28802,340,7,Continental Express,ORD,SFO,1846,4.08,Clear,1,322.11,24.07,17.47,2183.84,3062.42,10.59,7,12.15,0,0
FL16787,Airbus A320,4,26302,188,22,AirGlobal,ATL,DEN,1199,2.12,Rainy,3,328.78,26.52,22.48,1492.23,3138.13,10.72,7,18.44,1,1
FL16788,Boeing 777,17,41199,25,44,AirGlobal,DFW,SEA,1660,3.32,Cloudy,2,318.86,35.61,14.5,1418.1,3026.65,10.92,2,18.08,0,0
FL16789,Boeing 787,8,28744,10,29,SkyConnect,IAH,MCO,848,1.86,Clear,1,312.82,24.97,8.53,741.19,2914.73,10.88,9,18.51,1,1
FL16790,Boeing 787,1,15060,186,25,Continental Express,DCA,SAN,2279,4.31,Rainy,3,318.17,31.3,14.47,2316.82,3128.72,10.87,9,17.57,0,0
FL16791,Boeing 787,5,41507,102,32,PacificWings,DCA,SAN,2279,4.25,Clear,1,322.0,25.35,18.51,2026.92,2909.17,11.06,9,24.12,1,1
FL16792,Airbus A350,2,25217,257,31,AirGlobal,DCA,SAN,2279,4.8,Clear,1,328.46,29.4,20.21,3088.82,2927.41,11.25,4,13.82,1,0
FL16793,Airbus A320,5,20344,433,7,AirGlobal,ATL,DEN,1199,2.26,Foggy,4,315.7,26.94,22.64,1477.91,3199.15,11.19,1,2.93,0,0
FL16794,Airbus A350,10,33119,138,40,Continental Express,DCA,SAN,2279,4.05,Cloudy,2,306.62,39.89,19.4,2623.5,3024.77,11.35,5,13.95,1,0
FL16795,Airbus A320,5,14200,465,29,AirGlobal,ATL,DEN,1199,2.8,Cloudy,2,314.3,24.07,20.96,964.94,3050.31,10.61,6,5.76,0,0
FL16796,Airbus A320,12,27326,13,27,Continental Express,IAH,MCO,848,1.51,Rainy,3,317.45,28.13,6.77,905.42,2898.75,11.19,1,20.84,0,0
FL16797,Boeing 737,22,45806,363,28,Continental Express,LAS,PHX,256,0.92,Clear,1,340.0,22.25,20.87,369.8,3112.52,10.85,9,10.6,0,1
FL16798,Boeing 787,6,40873,484,24,PacificWings,DCA,SAN,2279,4.64,Cloudy,2,340.0,30.5,20.77,1907.96,2899.13,10.6,4,17.83,0,0
FL16799,Boeing 787,1,37208,188,30,Continental Express,LAS,PHX,256,0.21,Clear,1,340.0,20.99,17.95,235.36,2974.78,11.16,0,7.85,0,0
FL16800,Airbus A320,7,34232,471,39,SkyConnect,MIA,BOS,1258,2.51,Clear,1,340.0,25.45,21.63,1010.8,3134.4,10.81,7,4.02,1,1
FL16801,Airbus A320,14,32288,193,41,AirGlobal,ORD,SFO,1846,3.82,Foggy,4,331.54,36.86,21.55,2540.76,3170.18,10.78,9,20.17,0,1
FL16802,Airbus A350,3,33829,220,9,OceanAir,MIA,BOS,1258,2.53,Cloudy,2,329.5,23.57,18.08,1657.22,2979.36,11.37,6,5.23,0,0
FL16803,Airbus A320,6,47788,358,46,AirGlobal,LAS,PHX,256,0.59,Cloudy,2,302.06,25.58,17.57,343.37,3074.39,11.45,0,17.6,0,0
FL16804,Airbus A320,3,15079,40,31,SkyConnect,ORD,SFO,1846,3.64,Clear,1,286.54,45.53,13.85,1789.44,2881.7,11.03,4,13.08,0,0
FL16805,Airbus A320,0,43937,7,39,AirGlobal,ATL,DEN,1199,2.53,Rainy,3,309.87,49.0,15.36,1027.03,3119.92,10.58,8,4.62,0,0
FL16806,Boeing 737,24,22739,244,46,PacificWings,ORD,SFO,1846,3.58,Clear,1,312.74,29.29,18.98,2327.58,3189.2,11.39,4,6.94,0,0
FL16807,Boeing 777,9,28239,6,46,AirGlobal,LAS,PHX,256,0.67,Clear,1,293.15,34.38,11.86,368.47,3035.75,11.28,2,11.88,0,0
FL16808,Airbus A350,10,17784,90,10,Continental Express,MIA,BOS,1258,2.83,Cloudy,2,302.82,38.25,11.63,1701.12,3179.84,11.18,4,15.75,0,0
FL16809,Boeing 777,28,16967,75,41,PacificWings,DCA,SAN,2279,4.91,Clear,1,305.13,47.31,9.86,2334.27,2828.58,10.88,7,12.19,1,1
FL16810,Boeing 777,9,48855,63,15,Continental Express,JFK,LAX,2475,5.12,Clear,1,337.1,32.27,21.04,3426.33,3161.54,11.03,0,16.84,0,0
FL16811,Boeing 737,10,47426,349,5,AirGlobal,ATL,DEN,1199,2.56,Clear,1,340.0,19.21,26.56,1496.39,3174.59,10.87,4,24.65,0,0
FL16812,Airbus A350,7,32120,420,26,PacificWings,DCA,SAN,2279,4.53,Cloudy,2,340.0,15.0,20.68,2475.06,2831.76,11.17,4,3.52,0,0
FL16813,Airbus A350,0,26137,184,40,OceanAir,MIA,BOS,1258,1.95,Clear,1,331.34,40.2,17.46,1355.0,3002.12,10.9,2,20.05,0,0
FL16814,Boeing 787,11,28044,409,33,Continental Express,DCA,SAN,2279,4.16,Clear,1,328.56,30.35,21.82,3076.95,3092.92,11.02,9,8.31,0,0
FL16815,Airbus A350,8,30540,468,19,OceanAir,DCA,SAN,2279,4.48,Clear,1,338.2,23.33,20.88,1939.19,3060.19,10.62,6,9.16,1,1
FL16816,Boeing 787,6,38812,456,31,Continental Express,MIA,BOS,1258,2.87,Foggy,4,340.0,15.0,22.12,1332.44,3157.29,11.5,8,24.18,0,1
